epoch,fold,timestamp,seconds,lr,cap_loss,clip_loss,val_loss,b1,b4,meteor,cider,is_best
184,4,2026-09-08 05:20:17,202.5,0.0001,5.8137,0.0000,,,,,,0
185,5,2026-09-08 05:23:41,202.7,0.0001,5.8403,0.0000,,,,,,0
186,6,2026-09-08 05:29:33,204.1,0.0001,5.8247,0.0000,,0.0000,0.0000,,0.0000,0
187,7,2026-09-08 05:32:58,204.5,0.0001,5.8390,0.0000,,,,,,0
188,8,2026-09-08 05:36:24,204.2,0.0001,5.8862,0.0000,,,,,,0
189,9,2026-09-08 05:39:49,204.7,0.0001,5.8608,0.0000,,,,,,0
190,10,2026-09-08 05:43:13,203.0,0.0001,6.1045,0.0000,,,,,,0
191,11,2026-09-08 05:46:38,203.5,0.0001,6.1653,0.0000,,,,,,0
192,12,2026-09-08 05:53:08,203.3,0.0001,5.9971,0.0000,,0.0081,0.0001,,0.0000,0
193,13,2026-09-08 05:56:31,201.7,0.0001,5.9842,0.0000,,,,,,0
194,14,2026-09-08 05:59:56,202.8,0.0001,5.9484,0.0000,,,,,,0
195,15,2026-09-08 06:05:05,308.0,0.0001,5.9841,0.0000,6.0170,,,,,0
196,16,2026-09-08 06:08:29,203.7,0.0001,6.0419,0.0000,,,,,,0
197,17,2026-09-08 06:11:53,202.7,0.0001,5.9770,0.0000,,,,,,0
198,18,2026-09-08 06:17:33,203.1,0.0001,5.9929,0.0000,,0.0000,0.0000,,0.0000,0
199,19,2026-09-08 06:20:58,203.4,0.0001,6.0900,0.0000,,,,,,0
200,20,2026-09-08 06:24:21,203.0,0.0001,6.1311,0.0000,,,,,,0
201,1,2026-09-08 06:27:47,203.9,0.0001,6.0635,0.0000,,,,,,0
202,2,2026-09-08 06:31:12,204.0,0.0001,5.9796,0.0000,,,,,,0
203,3,2026-09-08 06:34:38,205.0,0.0001,5.9071,0.0000,,,,,,0
204,4,2026-09-08 06:42:55,204.0,0.0001,5.9291,0.0000,,0.0367,0.0001,,0.0000,0
205,5,2026-09-08 06:46:20,203.9,0.0001,5.8821,0.0000,,,,,,0
206,6,2026-09-08 06:49:45,204.5,0.0001,5.9297,0.0000,,,,,,0
207,7,2026-09-08 06:53:12,205.1,0.0001,5.9039,0.0000,,,,,,0
208,8,2026-09-08 06:56:36,203.6,0.0001,5.8665,0.0000,,,,,,0
209,9,2026-09-08 07:00:02,204.8,0.0001,5.8920,0.0000,,,,,,0
210,10,2026-09-08 07:07:05,310.7,0.0001,5.9262,0.0000,5.9370,0.0000,0.0000,,0.0000,0
211,11,2026-09-08 07:10:30,204.1,0.0001,5.8979,0.0000,,,,,,0
212,12,2026-09-08 07:13:55,204.1,0.0001,5.9902,0.0000,,,,,,0
213,13,2026-09-08 07:17:21,204.7,0.0001,6.0019,0.0000,,,,,,0
214,14,2026-09-08 07:20:46,203.9,0.0001,6.0009,0.0000,,,,,,0
215,15,2026-09-08 07:24:11,204.4,0.0001,6.0027,0.0000,,,,,,0
216,16,2026-09-08 07:29:06,204.6,0.0001,5.9754,0.0000,,0.0000,0.0000,,0.0000,0
217,17,2026-09-08 07:32:57,230.0,0.0001,5.6457,0.0000,,,,,,0
218,18,2026-09-08 07:36:27,208.3,0.0001,5.5995,0.0000,,,,,,0
219,19,2026-09-08 07:39:52,203.6,0.0001,5.7358,0.0000,,,,,,0
220,20,2026-09-08 07:43:17,204.8,0.0001,5.6921,0.0000,,,,,,0
221,1,2026-09-08 07:46:45,205.7,0.0001,5.7059,0.0000,,,,,,0
222,2,2026-09-08 07:54:59,203.5,0.0001,5.7007,0.0000,,0.0388,0.0001,,0.0000,0
223,3,2026-09-08 07:58:25,204.6,0.0001,5.7601,0.0000,,,,,,0
224,4,2026-09-08 08:01:50,204.6,0.0001,5.7331,0.0000,,,,,,0
225,5,2026-09-08 08:07:01,309.6,0.0001,5.7682,0.0000,5.7956,,,,,0
226,6,2026-09-08 08:10:26,203.9,0.0001,5.8088,0.0000,,,,,,0
227,7,2026-09-08 08:13:50,203.4,0.0001,5.8006,0.0000,,,,,,0
228,8,2026-09-08 08:20:22,204.0,0.0001,5.8333,0.0000,,0.0128,0.0002,,0.0000,0
229,9,2026-09-08 08:23:48,204.6,0.0001,5.8108,0.0000,,,,,,0
230,10,2026-09-08 08:27:14,204.7,0.0001,5.8679,0.0000,,,,,,0
231,11,2026-09-08 08:30:06,170.7,0.0001,5.8361,0.0000,,,,,,0
232,12,2026-09-08 08:32:58,171.7,0.0001,5.8712,0.0000,,,,,,0
233,13,2026-09-08 08:35:48,169.0,0.0001,5.6504,0.0000,,,,,,0
234,14,2026-09-08 08:40:03,169.5,0.0001,5.9001,0.0000,,0.0000,0.0000,,0.0000,0
235,15,2026-09-08 08:42:52,168.2,0.0001,5.7942,0.0000,,,,,,0
236,16,2026-09-08 08:45:46,172.9,0.0001,5.8815,0.0000,,,,,,0
237,17,2026-09-08 08:48:38,170.8,0.0001,0.0000,0.0000,,,,,,0
238,18,2026-09-08 08:51:30,170.8,0.0001,5.9408,0.0000,,,,,,0
239,19,2026-09-08 08:54:22,170.5,0.0001,5.9187,0.0000,,,,,,0
240,20,2026-09-08 09:01:18,275.2,0.0001,5.7494,0.0000,5.8546,0.0017,0.0000,,0.0000,0
241,1,2026-09-08 09:04:10,170.8,0.0001,5.5117,0.0000,,,,,,0
242,2,2026-09-08 09:07:02,169.6,0.0001,0.0000,0.0000,,,,,,0
243,3,2026-09-08 09:09:53,170.4,0.0001,0.0000,0.0000,,,,,,0
244,4,2026-09-08 09:12:44,169.5,0.0001,0.0000,0.0000,,,,,,0
245,5,2026-09-08 09:15:34,169.4,0.0001,0.0000,0.0000,,,,,,0
246,6,2026-09-08 09:20:47,169.7,0.0001,0.0000,0.0000,,0.0022,0.0000,,0.0000,0
247,7,2026-09-08 09:23:38,170.5,0.0001,0.0000,0.0000,,,,,,0
248,8,2026-09-08 09:26:30,170.4,0.0001,0.0000,0.0000,,,,,,0
249,9,2026-09-08 09:29:21,169.8,0.0001,0.0000,0.0000,,,,,,0
250,10,2026-09-08 09:32:16,174.1,0.0001,0.0000,0.0000,,,,,,0
251,11,2026-09-08 09:35:08,171.2,0.0001,0.0000,0.0000,,,,,,0
252,12,2026-09-08 09:40:07,170.8,0.0001,0.0000,0.0000,,0.0001,0.0000,,0.0000,0
