epoch,fold,timestamp,seconds,lr,cap_loss,clip_loss,val_loss,b1,b4,meteor,cider,is_best
349,9,2026-09-09 17:29:00,275.5,0.0001,24.6741,0.0000,,,,,,0
350,10,2026-09-09 17:34:27,324.8,0.0001,24.8249,0.0000,,,,,,0
351,11,2026-09-09 17:40:24,354.0,0.0001,24.4817,0.0000,,,,,,0
352,12,2026-09-09 17:46:33,366.2,0.0001,24.4665,0.0000,,,,,,0
353,13,2026-09-09 17:52:24,348.9,0.0001,24.3712,0.0000,,,,,,0
354,14,2026-09-09 18:01:34,361.8,0.0001,25.1977,0.0000,,0.0001,0.0000,,0.0000,0
355,15,2026-09-09 18:06:34,297.4,0.0001,24.7580,0.0000,,,,,,0
356,16,2026-09-09 18:12:51,374.8,0.0001,24.9191,0.0000,,,,,,0
357,17,2026-09-09 18:19:23,389.4,0.0001,24.2600,0.0000,,,,,,0
358,18,2026-09-09 18:25:30,363.7,0.0001,23.9779,0.0000,,,,,,0
359,19,2026-09-09 18:32:00,387.5,0.0001,24.8051,0.0000,,,,,,0
360,20,2026-09-09 18:44:42,583.8,0.0001,24.5747,0.0000,23.3757,0.0000,0.0000,,0.0000,0
361,1,2026-09-09 18:49:27,281.7,0.0001,24.9580,0.0000,,,,,,0
362,2,2026-09-09 18:54:50,320.8,0.0001,24.7701,0.0000,,,,,,0
363,3,2026-09-09 19:00:21,328.2,0.0001,24.4731,0.0000,,,,,,0
364,4,2026-09-09 19:05:23,299.5,0.0001,24.4577,0.0000,,,,,,0
365,5,2026-09-09 19:12:36,429.3,0.0001,24.6804,0.0000,,,,,,0
367,7,2026-09-09 22:04:25,479.7,0.0001,24.3683,0.0000,,,,,,0
368,8,2026-09-09 22:09:02,273.4,0.0001,25.4924,0.0000,,,,,,0
369,9,2026-09-09 22:13:40,275.7,0.0001,24.8871,0.0000,,,,,,0
370,10,2026-09-09 22:18:51,307.9,0.0001,24.7459,0.0000,,,,,,0
371,11,2026-09-09 22:24:07,313.0,0.0001,23.7432,0.0000,,,,,,0
372,12,2026-09-09 22:32:42,330.9,0.0001,24.0314,0.0000,,,,,0.0000,0
